ID,PriceDiff
1342,0.0
1017,0.0
1015,0.0
1014,0.0
1019,0.0
1021,0.0
1020,10.0
1018,0.0
1016,0.0
1343,0.0
1013,0.0
1023,10.0
1022,0.0
1416,0.0
1417,0.0
1418,0.0
1050,0.0
1051,0.0
1074,0.0
1056,0.0
1064,0.0
1069,0.0
1420,0.0
1070,0.0
1421,0.0
1075,0.0
1059,0.0
1066,0.0
1055,0.0
1419,0.0
1058,0.0
1065,0.0
1060,0.0
1062,0.0
1067,0.0
1057,0.0
1053,0.0
1071,0.0
1068,0.0
1073,0.0
1063,0.0
1423,0.0
1424,0.0
1422,0.0
1011,0.0
1431,0.0
1430,0.0
1375,0.0
1428,0.0
1384,0.0
1378,0.0
1383,0.0
1429,0.0
1386,0.0
1377,0.0
1373,0.0
1374,0.0
1425,0.0
1376,0.0
1427,0.0
1382,0.0
1426,0.0
1379,0.0
1381,0.0
1380,0.0
1387,0.0
1385,0.0
1103,0.0
1435,0.0
1094,0.0
1433,0.0
1105,0.0
1099,0.0
1104,0.0
1434,0.0
1098,0.0
1095,0.0
1432,0.0
1097,0.0
1102,0.0
1091,0.0
1100,0.0
1092,0.0
1101,0.0
1085,0.0
1047,0.0
1048,0.0
1082,0.0
1078,0.0
1079,0.0
1084,0.0
1083,0.0
1081,0.0
1086,0.0
1087,33.8
1088,33.8
1089,0.0
1090,0.0
1337,17.9
1001,17.9
1005,17.9
1338,17.9
1002,17.9
1004,17.9
1006,0.0
1003,17.9
1438,0.0
1439,0.0
1035,9.37
1038,0.0
1036,9.37
1039,30.0
1037,9.37
1040,30.0
1149,9.37
1148,0.0
1150,9.37
1106,0.0
1440,0.0
1012,0.0
1441,0.0
1108,0.0
1107,0.0
1109,0.0
1442,0.0
1112,0.0
1114,0.0
1111,0.0
1110,0.0
1115,0.0
1113,0.0
1121,0.0
1117,0.0
1219,0.0
1218,0.0
1448,0.0
1116,0.0
1449,0.0
1447,0.0
1451,0.0
1450,0.0
1452,0.0
1154,0.0
1049,0.0
1155,0.0
1413,0.0
1411,0.0
1459,0.0
1460,0.0
1118,0.0
1461,0.0
1130,0.0
1123,0.0
1124,0.0
1119,0.0
1122,0.0
1127,0.0
1126,0.0
1129,0.0
1125,0.0
1120,0.0
1128,0.0
1463,0.0
1462,0.0
1465,0.0
1157,0.0
1156,0.0
1210,0.0
1137,26.25
1136,26.25
1139,0.0
1135,26.25
1138,26.25
1132,26.25
1131,26.25
1133,26.25
1134,26.25
1093,0.0
1475,15.0
1336,0.0
1474,0.0
1467,15.0
1470,15.0
1471,15.0
1468,15.0
1469,15.0
1473,15.0
1472,15.0
1145,20.87
1146,0.0
1147,0.0
1162,0.0
1161,0.0
1340,13.0
1160,13.0
1159,13.0
1339,13.0
1477,0.0
1476,0.0
1478,0.0
1481,0.0
1482,0.0
1480,0.0
1479,0.0
1483,0.0
1484,0.0
1488,0.0
1492,0.0
1487,0.0
1490,0.0
1489,0.0
1491,0.0
1493,0.0
1486,0.0
1495,0.0
1354,0.0
1169,0.0
1168,0.0
1164,0.0
1167,0.0
1170,0.0
1163,0.0
1171,0.0
1165,0.0
1166,0.0
1397,0.0
1396,0.0
1392,0.0
1395,0.0
1388,0.0
1389,0.0
1398,0.0
1390,0.0
1391,0.0
1399,0.0
1393,0.0
1394,0.0
1407,16.13
1405,16.13
1406,16.13
1497,16.13
1403,16.13
1400,16.13
1401,16.13
1404,16.13
1402,16.13
1410,16.13
1409,198.0
1498,0.0
1499,33.0
1500,117.0
1501,167.0
1502,0.0
1503,18.0
1504,40.0
1144,0.0
1141,0.0
1140,0.0
1142,0.0
1143,0.0
1202,0.0
1203,33.0
1204,63.0
1205,147.0
1505,0.0
1506,33.0
1507,117.0
1508,167.0
1361,7.0
1360,7.0
1359,7.0
1363,0.0
1509,0.0
1510,33.0
1511,117.0
1512,167.0
1513,0.0
1514,33.0
1515,117.0
1516,167.0
1517,0.0
1518,50.0
1519,0.0
1367,43.0
1368,157.0
1174,0.0
1172,0.0
1173,0.0
1521,20.0
1520,10.0
1348,0.0
1523,0.0
1522,0.0
1537,0.0
1538,0.0
1536,0.0
1533,0.0
1532,0.0
1534,0.0
1535,0.0
1531,0.0
